,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
0,EC-1,"['CPD-722', 'Red-Thioredoxin']","['BIOTIN', 'Ox-Thioredoxin', 'WATER']",4.5452347
1,EC-1,"['CPD-8922', 'OXYGEN-MOLECULE']",['CPD-8928'], -50.319992
2,EC-1,"['CPD-8922', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-14837', 'WATER', 'Acceptor']", 'No-Data'
3,EC-1,"['Nitroaromatic-Ox-Compounds', 'NADPH']","['Nitroaromatic-Red-Compounds', 'NADP']", 'No-Data'
4,EC-1,"['CPD-10257', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-10258', 'WATER', 'Acceptor']", 'No-Data'
5,EC-1,"['OXOPENTENOATE', 'Acceptor']","['CPD-9734', 'Donor-H2']", 'No-Data'
6,EC-1,"['CPD-14537', 'OXYGEN-MOLECULE', 'PROTON', 'Donor-H2']","['CPD-14536', 'WATER', 'Acceptor']", 'No-Data'
7,EC-1,"['CPD-8927', 'OXYGEN-MOLECULE']","['CPD-8928', 'WATER']", -121.35396599999999
8,EC-1,"['SALICYLALDEHYDE', 'Donor-H2']","['CPD-173', 'Acceptor']", 'No-Data'
9,EC-1,"['CPD-8961', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-8962', 'WATER', 'Acceptor']", 'No-Data'
10,EC-1,['COUMARATE'],['CPD-14005'], -39.48
11,EC-1.1,"['CPD-19423', 'Acceptor']","['CPD-19443', 'Donor-H2']",'No-Data'
12,EC-1.1,"['C86-cis-keto-mycolate-pks13', 'Acceptor']","['3-oxo-C86-cis-keto-mycolate-pks13', 'Donor-H2']", 'No-Data'
13,EC-1.1,"['CPD-720', 'Acceptor']","['CPD-717', 'Donor-H2']", 'No-Data'
14,EC-1.1,"['CPD-9939', 'Acceptor']","['CPD-9940', 'Donor-H2']", 'No-Data'
15,EC-1.1,"['4-3-PYRIDYL-BUTANOATE', 'Acceptor']","['CPD-3194', 'Donor-H2']", 'No-Data'
16,EC-1.1,"['C86-trans-methoxy-mycolate-pks13', 'Acceptor']","['3-oxo-C86-trans-methoxy-mycolate-pks13', 'Donor-H2']", 'No-Data'
17,EC-1.1,"['CPD-3482', 'Acceptor']","['CPD-3481', 'Donor-H2']", 'No-Data'
18,EC-1.1,"['C87-trans-keto-mycolate-pks13', 'Acceptor']","['3-oxo-C87-trans-keto-mycolate-pks13', 'Donor-H2']", 'No-Data'
19,EC-1.1,"['CPD-3484', 'Acceptor']","['CPD-3481', 'Donor-H2']", 'No-Data'
20,EC-1.1,"['CPD-9938', 'Acceptor']","['CPD-9941', 'Donor-H2']", 'No-Data'
21,EC-1.1,"['trans-D20-39-OH-40-Me-C60-1-ACPs', 'Acceptor']","['trans-D20-39-oxo-40-Me-C60-1-ACPs', 'Donor-H2']", 'No-Data'
22,EC-1.1,"['C78-alpha-mycolate-pks13', 'Acceptor']","['3-oxo-C78-alpha-mycolate-pks13', 'Donor-H2']", 'No-Data'
23,EC-1.1,"['CPD-712', 'Acceptor']","['CPD-3946', 'Donor-H2']", 'No-Data'
24,EC-1.1,"['CPD-715', 'Acceptor']","['CPD-717', 'Donor-H2']", 'No-Data'
25,EC-1.1,"['CPD-19424', 'Acceptor']","['CPD-19444', 'Donor-H2']", 'No-Data'
26,EC-1.1,"['3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE', 'NAD']","['CPD-293', 'NADH', 'PROTON']", -0.37818909999999994
27,EC-1.1,"['CPDQT-428', 'Acceptor']","['INDOLE-3-CARBOXALDEHYDE', 'Donor-H2']", 'No-Data'
28,EC-1.1,"['Alkyl-Sulfenates', 'Acceptor']","['Sulfines', 'Donor-H2']", 'No-Data'
29,EC-1.1,"['CPD-6362', 'Acceptor']","['ISATIN', 'Donor-H2']", 'No-Data'
30,EC-1.1,"['CPD-710', 'Acceptor']","['CPD-709', 'Donor-H2']", 'No-Data'
31,EC-1.1,"['CPD-3193', 'Acceptor']","['CPD-14094', 'Donor-H2']", 'No-Data'
32,EC-1.1,"['CPD-18293', 'Acceptor']","['CPD-18292', 'Donor-H2']", 'No-Data'
33,EC-1.1,"['CPD-17160', 'Acceptor']","['CPD-17161', 'Donor-H2']", 'No-Data'
34,EC-1.1,"['CPD-9737', 'Acceptor']","['CPD-9738', 'Donor-H2']", 'No-Data'
35,EC-1.1,"['CPD-717', 'Acceptor']","['CPD-12496', 'Donor-H2']", 'No-Data'
36,EC-1.1.1,"['D-galactopyranose', 'NADP']","['CPD-1242', 'NADPH', 'PROTON']",-1.6264648000000002
37,EC-1.1.1,"['CPD-14807', 'NADP']","['CPD-14806', 'NADPH', 'PROTON']", -0.1665039
38,EC-1.1.1,"['CPD-9667', 'Donor-H2']","['CPD-18794', 'Acceptor']", 'No-Data'
39,EC-1.1.1,"['CPD-19085', 'NAD']","['CPD-19088', 'NADH', 'PROTON']", 2.541809
40,EC-1.1.1,"['cis-D21-39-OH-40-Me-C59-1-ACPs', 'Acceptor']","['cis-D21-39-oxo-40-Me-C59-1-ACPs', 'Donor-H2']", 'No-Data'
41,EC-1.1.1,"['CPD-12004', 'NAD']","['CPD-10353', 'NADH', 'PROTON']", 1.0817871000000001
42,EC-1.1.1,"['CPD-15645', 'NAD-P-OR-NOP']","['CPD-15642', 'NADH-P-OR-NOP', 'PROTON']", -10.649414
43,EC-1.1.1,"['CPD0-1551', 'NADH-P-OR-NOP', 'PROTON']","['GLYCEROL', 'NAD-P-OR-NOP']", 5.0093994
44,EC-1.1.1,"['CPD-12905', 'Acceptor']","['CPD-12906', 'Donor-H2']", 'No-Data'
45,EC-1.1.1,"['16-HYDROXYPALMITATE', 'NADP']","['CPD-10512', 'NADPH', 'PROTON']", 1.2935181
46,EC-1.1.1,"['CPD-7275', 'NAD']","['PROTON', 'CPD-7257', 'NADH']", 1.0817261
47,EC-1.1.1,"['3S-11-cis-3-hydroxyretinol-RBPs', 'NADP']","['3S-11-cis-3-hydroxyretinal-RBPs', 'NADPH', 'PROTON']", 1.9857788
48,EC-1.1.1,"['CPD-15746', 'NADP']","['CPD-16423', 'NADPH', 'PROTON']", -1.6264648000000002
49,EC-1.1.1,"['RS-3-Sulfolactate', 'Acceptor']","['CPD-380', 'Donor-H2']", 'No-Data'
50,EC-1.1.1,"['CPD-347', 'NADP']","['HYDROXYPROPANAL', 'NADPH', 'PROTON']", 1.2935181
51,EC-1.1.1,"['CPD-12675', 'NAD']","['CPD-12680', 'CARBON-DIOXIDE', 'NADH']", 13.902404999999998
52,EC-1.1.1,"['CPD-13967', 'NADP']","['CPD-13987', 'NADPH', 'PROTON']", -1.6264648000000002
53,EC-1.1.1,"['CPD-17011', 'NAD-P-OR-NOP']","['CPD-17012', 'NADH-P-OR-NOP', 'PROTON']", -9.279358
54,EC-1.1.1,"['CPD-14805', 'NAD']","['CPD-14806', 'NADH', 'PROTON']", 1.0817871000000001
55,EC-1.1.1,"['ACETOIN', 'NADP']","['DIACETYL', 'NADPH', 'PROTON']", 2.293518
56,EC-1.1.1,"['CPD-17407', 'NADPH', 'PROTON']","['CPD-17409', 'NADP']", 1.6264648000000002
57,EC-1.1.1,"['3R-all-trans-3-hydroxyretinol-RBPs', 'NADP']","['3R-All-trans-3-hydroxyretinal-RBPs', 'NADPH', 'PROTON']", 1.9857788
58,EC-1.1.1,"['25-DDOL', 'NAD']","['PROTON', '25-DICHLOROHYDROQUINONE', 'NADH']", 4.121826
59,EC-1.1.1,"['CPD-16612', 'NAD-P-OR-NOP']","['CPD-16613', 'NADH-P-OR-NOP', 'PROTON']", -10.649445
60,EC-1.1.1,"['ISOBUTANOL', 'NADP']","['CPD-7000', 'NADPH', 'PROTON']", 1.2935181
61,EC-1.1.1,"['CPD-18244', 'NAD-P-OR-NOP']","['CPD-18245', 'NADH-P-OR-NOP', 'PROTON']", -22.818604
62,EC-1.1.1,"['CPD-17370', 'NADP']","['CPD-17623', 'NADPH', 'PROTON']", 1.2935181
63,EC-1.1.1,"['CPD-16723', 'NADP']","['CPD-16724', 'NADPH', 'PROTON']", 13.063538000000001
64,EC-1.1.1,"['CPD-14358', 'NADP']","['CPD-14357', 'NADPH', 'PROTON']", 22.835815
65,EC-1.1.1,"['25-DIDEHYDRO-D-GLUCONATE', 'NADH-P-OR-NOP', 'PROTON']","['CPD-13059', 'NAD-P-OR-NOP']", 9.189392
66,EC-1.1.1,"['CPD-17727', 'NAD']","['CPD-17728', 'NADH', 'CARBON-DIOXIDE']", 1.7000427
67,EC-1.1.1,"['CHOLINE', 'NAD']","['BETAINE_ALDEHYDE', 'NADH', 'PROTON']", 2.5418243
68,EC-1.1.1,"['CPD-16613', 'NAD-P-OR-NOP']","['CPD-16614', 'NADH-P-OR-NOP', 'PROTON']", -12.199371000000001
69,EC-1.1.1,"['CPD-10261', 'NADP']","['CPD-10260', 'NADPH', 'PROTON']", -0.1665039
70,EC-1.1.1,"['CPD-3631', 'NADPH', 'PROTON']","['CPD-17502', 'NADP']", 6.4664917
71,EC-1.1.1,"['CPD-14808', 'NAD']","['CPD-15236', 'NADH', 'PROTON']", -0.37817383
72,EC-1.1.1,"['D-MANNONATE', 'NADP']","['FRUCTURONATE', 'NADPH', 'PROTON']", -0.1665039
73,EC-1.1.1,"['CPD-692', 'Donor-H2']","['CPD4FS-7', 'Acceptor']", 'No-Data'
74,EC-1.1.1,"['CPD-12575', 'NAD']","['PROTON', 'CPD-10220', 'NADH']", -0.37817383
75,EC-1.1.1,"['CPD-10051', 'NAD']","['CPD-1089', 'NADH', 'PROTON']", -1.9281921000000002
76,EC-1.1.1,"['CPD-13229', 'NADP']","['CPD-13228', 'NADPH', 'PROTON']", -0.25650024
77,EC-1.1.1,"['CPD-18133', 'NADH-P-OR-NOP', 'PROTON']","['CPD-18134', 'NAD-P-OR-NOP']", 9.279297
78,EC-1.1.1,"['CPD1A0-6104', 'NADPH', 'PROTON']","['CPD1A0-6105', 'NADP']", 0.1665039
79,EC-1.1.1,"['CPD-7066', 'NAD']","['2-OXOBUTANOATE', 'CARBON-DIOXIDE', 'NADH']", 1.7000427
80,EC-1.1.1,"['BUTANOL', 'NAD']","['BUTANAL', 'NADH', 'PROTON']", 5.531799299999999
81,EC-1.1.1,"['5-DEHYDROGLUCONATE', 'NADP']","['PROTON', '25-DIDEHYDRO-D-GLUCONATE', 'NADPH']", 2.293457
82,EC-1.1.1,"['CPD-13555', 'NADH-P-OR-NOP', 'PROTON']","['CPD-13560', 'NAD-P-OR-NOP']", 7.729369999999999
83,EC-1.1.1,"['CPD-18537', 'NAD']","['CPD-18545', 'NADH', 'PROTON']", 3.5418089999999998
84,EC-1.1.1,"['CPD0-2357', 'NADH-P-OR-NOP', 'PROTON']","['CPD-14102', 'NAD-P-OR-NOP']", 9.279358
85,EC-1.1.1,"['CPD-14826', 'NADP']","['CPD-17633', 'NADPH', 'PROTON']", 1.2936401000000002
86,EC-1.1.1,"['CPD-18210', 'NAD-P-OR-NOP']","['CPD-18213', 'NADH-P-OR-NOP', 'PROTON']", -14.941772
87,EC-1.1.1,"['CIS-3-HEXENAL', 'NADPH', 'PROTON']","['CIS-3-HEXENOL', 'NADP']", -1.2934875
88,EC-1.1.1,"['CPD-16844', 'NADH']","['CPD-16848', 'NAD']", -27.475952000000003
89,EC-1.1.1,"['CPD-12969', 'NAD']","['CPD-12970', 'NADH', 'PROTON']", -7.944763000000001
90,EC-1.1.1,"['CPD-11915', 'NADP']","['CPD-13954', 'NADPH', 'PROTON']", -1.6264038
91,EC-1.1.1,"['CPD-18128', 'NADH-P-OR-NOP', 'PROTON']","['CPD-18129', 'NAD-P-OR-NOP']", 9.279297
92,EC-1.1.1,"['CPD-10786', 'NADP']","['CPD-17489', 'NADPH', 'PROTON']", 2.2934875
93,EC-1.1.1,"['HEXANOL-CMPD', 'NAD']","['HEXANAL', 'NADH', 'PROTON']", 2.541809
94,EC-1.1.1,"['QUININE', 'CPD-9846', 'NADP']","['CPD-9848', 'NADPH', 'PROTON']", 1.3669434
95,EC-1.1.1,"['CPD-16886', 'NAD']","['CPD-16887', 'NADH', 'PROTON']", 2.5417786
96,EC-1.1.1,"['CPD-17972', 'NADP']","['CPD-17966', 'NADPH', 'PROTON']", -0.16653442
97,EC-1.1.1,"['CPD-13698', 'NAD']","['CPD-13699', 'NADH', 'PROTON']", 1.0818481000000002
98,EC-1.1.1,"['CPD-12693', 'NADP']","['CPD-12694', 'NADPH', 'PROTON']", -0.1665039
99,EC-1.1.1,"['CPD-3745', 'OXYGEN-MOLECULE', 'Donor-H2']","['SULFOACETALDEHYDE', 'WATER', 'Acceptor']", 'No-Data'
100,EC-1.1.1,"['CPD-15904', 'NADP']","['CPD-15903', 'NADPH', 'PROTON']", -0.1665039
101,EC-1.1.1,['CPD-18185'],['CPD-18186'], -2.1300163
102,EC-1.1.1,"['CPD-7093', 'NAD-P-OR-NOP']","['CPD-16614', 'NADH-P-OR-NOP', 'PROTON']", -10.649384
103,EC-1.1.1,"['2-OH-4-IPCH-1-carboxyl-CoA', 'NAD']","['2-Oxo-4-IPCH-1-carboxyl-CoA', 'NADH', 'PROTON']", -0.37823486
104,EC-1.1.1,"['CPD-16838', 'NAD-P-OR-NOP']","['CPD-16837', 'NADH-P-OR-NOP', 'PROTON']", -7.729431
105,EC-1.1.1,"['CPD-14062', 'NAD']","['CPD-14061', 'NADH', 'PROTON']", 15.861801000000002
106,EC-1.1.1,"['CPD-16612', 'NAD-P-OR-NOP']","['CPD-7093', 'NADH-P-OR-NOP', 'PROTON']", -12.199432
107,EC-1.1.1,"['POLY-HYDROXYLATED-TETRAKETIDE-PYRONE', 'NADP']","['HYDROXYLATED-TETRAKETIDE-PYRONE', 'NADPH', 'PROTON']", 20.375792999999998
108,EC-1.1.1,"['ACETOIN', 'NAD']","['DIACETYL', 'NADH', 'PROTON']", 3.5418089999999998
109,EC-1.1.1,"['DIHYDROXYACETONE', 'NADH-P-OR-NOP', 'PROTON']","['GLYCEROL', 'NAD-P-OR-NOP']", 4.7093506
110,EC-1.1.1,"['CPD-7066', 'NAD']","['METHYLOXALO-ACETATE', 'NADH', 'PROTON']", 3.5417786
111,EC-1.1.1,"['CPD-3402', 'NADPH', 'PROTON']","['CPD-17501', 'NADP']", 6.4664917
112,EC-1.1.1,"['NADH-P-OR-NOP', 'CPD-531', 'PROTON']","['NAD-P-OR-NOP', 'D-SORBITOL-6-P']", 9.189392
113,EC-1.1.1,"['CPD-17069', 'Acceptor']","['CPD-17059', 'Donor-H2']", 'No-Data'
114,EC-1.1.1,"['CPD-336', 'NAD']","['CPD-337', 'CARBON-DIOXIDE', 'NADH']", 2.3241577
115,EC-1.1.1,"['CPD-11573', 'NAD']","['CPD-11572', 'NADH', 'PROTON']", 0.9917908000000001
116,EC-1.1.1,"['Glucopyranose', 'NADP']","['3-DEHYDRO-ALPHA-GLUCOSE', 'NADPH', 'PROTON']", -1.6264648000000002
117,EC-1.1.1,"['CPD-13550', 'NAD']","['CPD-13525', 'NADH', 'PROTON']", 0.99183655
118,EC-1.1.1,"['CPD-12692', 'NAD']","['CPD-12694', 'NADH', 'PROTON']", 1.0818176000000002
119,EC-1.1.1,"['CPD-7726', 'Acceptor']","['CPD-7725', 'Donor-H2']", 'No-Data'
120,EC-1.1.1,"['CPD-11916', 'NADP']","['CPD-13381', 'NADPH', 'PROTON']", -1.6264038
121,EC-1.1.1,"['CPD-15647', 'NAD-P-OR-NOP']","['CPD-13847', 'NADH-P-OR-NOP', 'PROTON']", -10.649414
122,EC-1.1.1,"['CPD-331', 'NADH', 'PROTON']","['ECDYSONE', 'NAD']", 0.37812805
123,EC-1.1.1,"['GALACTITOL', 'NAD']","['CPD-13036', 'NADH', 'PROTON']", 1.0817871000000001
124,EC-1.1.1,"['CPD-9056', 'WATER', 'Acceptor']","['CPD-13059', 'Donor-H2', 'PROTON']", 'No-Data'
125,EC-1.1.1,"['ACETOL', 'NADP']","['PROTON', 'METHYL-GLYOXAL', 'NADPH']", 3.75354
126,EC-1.1.1,"['3-2-METHYLTHIOETHYLMALIC-ACID', 'NAD']","['CPD-19486', 'NADH', 'PROTON']", 3.5418089999999998
127,EC-1.1.1,"['CPD-882', 'NADP']","['CPD-881', 'NADPH', 'PROTON']", -0.25645447
128,EC-1.1.1,"['CPD-17418', 'NADPH', 'PROTON']","['CPD-17419', 'NADP']", 1.6264648000000002
129,EC-1.1.1,"['CPD-331', 'NADPH', 'PROTON']","['CPD-15607', 'NADP']", 1.6264343
130,EC-1.1.1,"['CPD-14635', 'NAD']","['CPD-14638', 'NADH', 'PROTON']", 1.0817871000000001
131,EC-1.1.1,"['CPD-8891', 'NADP']","['CPD-358', 'NADPH', 'PROTON']", 1.2935181
132,EC-1.1.1,"['CPD-17646', 'NADP']","['CPD-17645', 'NADPH', 'PROTON']", -0.1665039
133,EC-1.1.1,"['INDOLE-3-KETOL', 'NAD']","['3-INDOLEGLYOXAL', 'NADH', 'PROTON']", 5.0018005
134,EC-1.1.1,"['2K-ADIPATE', 'NAD']","['CPD-8742', 'NADH', 'PROTON']", 11.411804
135,EC-1.1.1,"['WATER', '2-KETO-6-ACETAMIDOCAPROATE', 'NAD']","['PROTON', '5-ACETAMIDOVALERATE', 'NADH', 'CARBON-DIOXIDE']", -16.571198000000003
136,EC-1.1.1,"['CPD-285', 'NAD']","['CPD-291', 'CARBON-DIOXIDE', 'NADH']", 2.3241577
137,EC-1.1.1,"['18-HYDROXYOLEATE', 'NADP']","['18-OXOOLEATE', 'NADPH', 'PROTON']", 1.2934875
138,EC-1.1.1,"['L-gulopyranose', 'NAD']","['L-GULONO-1-4-LACTONE', 'NADH', 'PROTON']", -4.4382324
139,EC-1.1.1,"['CPD-14102', 'NAD']","['CPD0-2357', 'NADH', 'PROTON']", 0.9917908000000001
140,EC-1.1.1,"['CPD-13538', 'NAD']","['CPD-13536', 'NADH', 'PROTON']", 0.99183655
141,EC-1.1.1,"['THREO-DS-ISO-CITRATE', 'NAD']","['OXALO-SUCCINATE', 'NADH', 'PROTON']", -0.1182251
142,EC-1.1.1,"['ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE', 'NADP']","['ETHYL-2-METHYLACETOACETATE', 'NADPH', 'PROTON']", -0.16644287
143,EC-1.1.1,"['UDP-L-RHAMNOSE', 'NADP']","['CPD-11540', 'NADPH', 'PROTON']", -1.6263428
144,EC-1.1.1,"['CPD-15731', 'NADP']","['CPD-19289', 'NADPH', 'PROTON']", -1.6264038
145,EC-1.1.1,"['CARBOXYMETHYL-HYDROXYPHENYLPROPCOA', 'NAD']","['BENZOYLSUCCINYL-COA', 'NADH', 'PROTON']", -0.46820068
146,EC-1.1.1,"['CPD-15803', 'NADP']","['CPD-15754', 'NADPH', 'PROTON']", 20.37561
147,EC-1.1.1,"['CPD-17506', 'NADP']","['CPD-13982', 'NADPH', 'PROTON']", -1.6264038
148,EC-1.1.1,"['CPD-7035', 'NADP']","['PHENYLACETALDEHYDE', 'NADPH', 'PROTON']", 1.2934875
149,EC-1.1.1,"['D-arabinofuranose', 'NADP']","['CPD-356', 'NADPH', 'PROTON']", -5.9264526
150,EC-1.1.1,"['CPD-1112', 'NAD']","['CPD-9026', 'NADH', 'PROTON']", 0.9917908000000001
151,EC-1.1.1,"['CPD-15958', 'NADP']","['TYLOSIN', 'NADPH', 'PROTON']", 1.2935028
152,EC-1.1.1,"['CPD-13957', 'NADP']","['CPD-13958', 'NADPH', 'PROTON']", -1.6264648000000002
153,EC-1.1.1,"['CPD-17406', 'NADH-P-OR-NOP', 'PROTON']","['CPD-17411', 'NAD-P-OR-NOP']", 10.649414
154,EC-1.1.1,"['DIHYDRO-SPHINGOSINE', 'NAD']","['DEHYDROSPHINGANINE', 'NADH', 'PROTON']", 1.0818014
155,EC-1.1.1,"['All-trans-3-hydroxyretinol-RBPs', 'NADP']","['NADPH', 'PROTON', 'All-trans-3-hydroxyretinal-RBPs']", 1.9857788
156,EC-1.1.1,"['CPD-10596', 'NAD']","['CPD-1075', 'NADH', 'PROTON']", 9.941818
157,EC-1.1.1,"['CPD-7600', 'NADPH', 'PROTON']","['CPD-13230', 'NADP']", 0.25650024
158,EC-1.1.1,"['SHIKIMATE', 'NAD']","['3-DEHYDRO-SHIKIMATE', 'NADH', 'PROTON']", -1.9282226999999998
159,EC-1.1.1,"['CPD-13956', 'NADP']","['CPD-13381', 'NADPH', 'PROTON']", -1.6264038
160,EC-1.1.1,"['tRNA-Dihydrouridines', 'NADP']","['tRNA-uridines', 'NADPH', 'PROTON']", 12.355713
161,EC-1.1.1,"['Seryl-Seryl-Carrier-Proteins', 'NAD']","['2-aminomalonyl-semialdehyde-PCP', 'NADH', 'PROTON']", 23.084045
162,EC-1.1.1,"['CPD-15648', 'NAD-P-OR-NOP']","['CPD-13847', 'NADH-P-OR-NOP', 'PROTON']", -10.649414
163,EC-1.1.1,"['11-cis-3-hydroxyretinol-RBPs', 'NADP']","['11-cis-3-hydroxyretinal-RBPs', 'NADPH', 'PROTON']", 1.9857788
164,EC-1.1.1,"['Beta-OH-Tyr-S-NovH', 'NADP']","['Beta-keto-Tyr-S-NovH', 'NADPH', 'PROTON']", 18.825745
165,EC-1.1.1,"['GLYCERATE', 'NAD']","['PROTON', 'TARTRONATE-S-ALD', 'NADH']", 0.4418335
166,EC-1.1.1,"['CPD-15496', 'NAD']","['CPD-15495', 'NADH', 'PROTON']", -0.37817383
167,EC-1.1.1,"['CHOLINE', 'NADP']","['BETAINE_ALDEHYDE', 'NADPH', 'PROTON']", 1.2935181
168,EC-1.1.1,"['CPD-12004', 'NAD']","['CPD-255', 'NADH', 'PROTON']", 1.0817871000000001
169,EC-1.1.1,"['CPD-341', 'NAD-P-OR-NOP']","['INDOLE_ACETALDEHYDE', 'NADH-P-OR-NOP', 'PROTON']", -7.729369999999999
170,EC-1.1.1,"['CPD-19086', 'NAD']","['CPD-10354', 'NADH', 'PROTON']", 1.0817871000000001
171,EC-1.1.1,"['CPD-9933', 'ACET', 'NADP']","['CPD-12215', 'NADPH']", 16.557648
172,EC-1.1.1,"['CPD-18247', 'NAD-P-OR-NOP']","['CPD-18248', 'NADH-P-OR-NOP', 'PROTON']", -11.409363
173,EC-1.1.1,"['CPD-16721', 'NADP']","['CPD-16722', 'NADPH', 'PROTON']", -0.25646973
174,EC-1.1.1,"['NADPH', 'CPD-13036', 'PROTON']","['SORBITOL', 'NADP']", 0.29650879999999996
175,EC-1.1.1,"['CPD-12910', 'NADPH', 'PROTON']","['EPISTEROL', 'NADP']", 1.6265411
176,EC-1.1.1,"['CPD-14683', 'NADP']","['CPD-14682', 'NADPH', 'PROTON']", -1.6264038
177,EC-1.1.1,"['S-HYDROXYMETHYLGLUTATHIONE', 'NAD']","['CPD-548', 'NADH', 'PROTON']", -8.75821
178,EC-1.1.1,"['GLYCERATE', 'NADP']","['PROTON', 'OH-PYR', 'NADPH']", 0.19354248
179,EC-1.1.1,"['11-DEOXYCORTICOSTERONE', 'NADH', 'PROTON']","['CPD-16843', 'NAD']", -1.0817719
180,EC-1.1.1,"['GLUCONATE', 'NADP']","['5-DEHYDROGLUCONATE', 'NADPH', 'PROTON']", 0.8734741
181,EC-1.1.1,"['L-Galactopyranose', 'NADP']","['CPD-17157', 'NADPH', 'PROTON']", -5.9264526
182,EC-1.1.1,"['CPD-19060', 'NAD']","['CPD-19089', 'NADH', 'PROTON']", 2.541809
183,EC-1.1.1,"['CPD-3607', 'NAD']","['CPD-14804', 'NADH', 'PROTON']", -4.6782227
184,EC-1.1.1,"['CPD-21412', 'NAD']","['CPD-21413', 'NADH', 'PROTON']", -1.9281006
185,EC-1.1.1,"['CPD-13796', 'NAD']","['CPD-13798', 'NADH', 'PROTON']", 2.5418243
186,EC-1.1.1,"['CPD-9835', 'CPD-9847', 'NADP']","['CPD-9826', 'NADPH', 'PROTON']", 3.2470092999999998
187,EC-1.1.1,"['GLYCEROL-3P', 'NADP']","['PROTON', 'L-GLYCERALDEHYDE-3-PHOSPHATE', 'NADPH']", 1.293457
188,EC-1.1.1,"['CORTISOL', 'NADH', 'PROTON']","['CPD-16568', 'NAD']", -1.0817719
189,EC-1.1.1,"['CPD-18493', 'NAD']","['CPD-18494', 'NADH', 'PROTON']", 1.0817871000000001
190,EC-1.1.1,"['PROTON', 'METHYL-GLYOXAL', 'NADH']","['ACETOL', 'NAD']", -5.0018005
191,EC-1.1.1,"['CPD-15524', 'NADP']","['CPD-15523', 'NADPH', 'PROTON']", -1.7164917000000002
192,EC-1.1.1,"['CPD-18249', 'NAD-P-OR-NOP']","['CPD-18245', 'NADH-P-OR-NOP', 'PROTON']", -11.409363
193,EC-1.1.1,"['L-IDONATE', 'NADP']","['CPD-13059', 'NADPH', 'PROTON']", 2.2935790000000003
194,EC-1.1.1,"['CPD-17887', 'NADPH', 'PROTON']","['CPD-17888', 'NADP']", 3.186493
195,EC-1.1.1,"['CPD-17387', 'NAD']","['CPD-17388', 'NADH', 'PROTON']", 1.0817261
196,EC-1.1.1,"['CORTISOL', 'NADP']","['CORTISONE', 'NADPH', 'PROTON']", -1.6264648000000002
197,EC-1.1.1,"['CPD-13955', 'NADP']","['CPD-14355', 'NADPH', 'PROTON']", -0.16659546
198,EC-1.1.1,"['CPD-15324', 'NAD']","['CPD-15326', 'CARBON-DIOXIDE', 'NADH']", 1.7000427
199,EC-1.1.1,"['CPD-10597', 'NAD']","['CPD-10598', 'NADH', 'PROTON']", -0.46820068
200,EC-1.1.1,"['CPD-17075', 'NAD']","['CPD-17076', 'NADH', 'PROTON']", 0.9918213
201,EC-1.1.1,"['CPD-14065', 'NAD']","['CPD-14067', 'NADH', 'PROTON']", -0.37820435
202,EC-1.1.1,"['D-Glyceryl-ACP', 'NAD']","['2-hydroxy-3-oxopropanoyl-ACP', 'NADH', 'PROTON']", 23.084045
203,EC-1.1.1,"['CPD-10601', 'NAD']","['PROTON', 'CPD-1072', 'NADH']", 9.941818
204,EC-1.1.1,"['CPD-14795', 'NAD-P-OR-NOP', 'WATER']","['CPD-15639', 'NADH-P-OR-NOP', 'PROTON']", -32.354003999999996
205,EC-1.1.1,"['CPD-12080', 'NAD']","['RIBULOSE-5P', 'NADH', 'PROTON']", 1.0817871000000001
206,EC-1.1.1,"['CPD-14076', 'NADP']","['NICOTINE', 'NADPH', 'PROTON']", -16.866486
207,EC-1.1.1.1,"['CPD-11671', 'NAD']","['5-HYDROXYINDOLE_ACETALDEHYDE', 'NADH', 'PROTON']",2.541809
208,EC-1.1.1.1,"['CPD-7033', 'NAD']","['PROTON', 'METHYLBUT-CPD', 'NADH']", 2.541809
209,EC-1.1.1.1,"['Secondary-Alcohols', 'NAD']","['LONG-CHAIN-KETONE', 'NADH', 'PROTON']", 21.624023
210,EC-1.1.1.1,"['INDOLE-3-GLYCOL', 'NAD']","['3-INDOLYLGLYCOLALDEHYDE', 'NADH', 'PROTON']", 2.541809
211,EC-1.1.1.1,"['CPD-7032', 'NAD']","['PROTON', 'CPD-7031', 'NADH']", 2.541809
212,EC-1.1.1.1,"['Primary-Alcohols', 'NAD']","['Aldehydes', 'NADH', 'PROTON']", 23.084045
213,EC-1.1.1.1,"['ISOBUTANOL', 'NAD']","['PROTON', 'CPD-7000', 'NADH']", 2.541809
214,EC-1.1.1.1,"['PHYTOL', 'NAD']","['CPD-14926', 'NADH', 'PROTON']", 0.99186707
215,EC-1.1.1.1,"['CPD3O-4151', 'NAD']","['PROTON', 'HYDRPHENYLAC-CPD', 'NADH']", 2.541809
216,EC-1.1.1.1,"['CPD-7037', 'NAD']","['CPD-7036', 'NADH', 'PROTON']", 2.5417786
217,EC-1.1.1.1,"['ETOH', 'NAD']","['ACETALD', 'NADH', 'PROTON']", 3.1017761000000004
