,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
14644,No_Data,"['PROTON', 'CPD-8656', 'CPD-8651']","['CPD-8654', 'WATER']", 8.847107000000001
14645,No_Data,['CPD-11555'],['CPD-11587'], 141.56094
14646,No_Data,"['CPD-11395', 'Donor-H2']","['CPD-13009', 'Acceptor', 'CPD-387', 'PROTON']", 'No-Data'
14647,No_Data,"['CPD1F-129', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-17650', 'WATER', 'Acceptor']", 'No-Data'
14648,No_Data,['Unstable-RecA-Filament-DNA-Complex'],['Stabilized-RecA-Filament-DNA-Complex'], 'No-Data'
14649,No_Data,['CPD-15'],"['PROTON', 'CL-', '124-TCB']", 9.06588
14650,No_Data,"['tRNA-2-thiouridine34', 'METHYLENE-THF-GLU-N', 'AMMONIUM', 'GTP', 'WATER']","['tRNA-Containing-5AminoMe-2-ThioUrdines', 'DIHYDROFOLATE-GLU-N', 'GDP', 'Pi']", -164.1543
14651,No_Data,"['CPD-692', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-693', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']", -108.40888999999999
14652,No_Data,"['CPD-12321', 'Acceptor']","['CPD-7408', 'Donor-H2']", 'No-Data'
14653,No_Data,"['S-ADENOSYLMETHIONINE', 'CPD-15360']","['CPD-11592', 'ADENOSYL-HOMO-CYS', 'PROTON']", -33.69226
14654,No_Data,['CIT'],"['CIS-ACONITATE', 'WATER']", 3.3529968
14655,No_Data,"['CPD-8724', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-8725', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']", -108.40888999999999
14656,No_Data,['FARNESYL-PP'],"['+-epi-beta-santalene', 'PPI']", -36.160004
14657,No_Data,"['ASCORBATE', 'WATER']",['CPD-13059'], 16.817017
14658,No_Data,"['CPD-13022', 'Donor-H2']","['CPD-13017', 'Acceptor', 'CPD-387', 'PROTON']", 'No-Data'
14659,No_Data,"['RIBOSE-5P', 'GAP', 'AMMONIUM']","['PROTON', 'PYRIDOXAL_PHOSPHATE', 'WATER', 'Pi']", -70.68799
14660,No_Data,"['CPD-19725', 'PROTON']","['PELARGONIDIN-CMPD', 'WATER']", -6.4077606
14661,No_Data,"['CPD-14804', 'WATER']","['CPD-14805', 'PROTON']", -6.1071167
14662,No_Data,"['CPD-9011', 'ACETYL-COA']","['PROTON', 'CPD-9012', 'CO-A']", -4.041748
14663,No_Data,"['CPD-824', 'WATER']","['5-AMINO-2-OXOPENTANOATE', 'UREA']", -3.572998
14664,No_Data,"['PROTON', 'WATER', 'L-DELTA1-PYRROLINE_5-CARBOXYLATE']",['L-GLUTAMATE_GAMMA-SEMIALDEHYDE'], 14.681123999999999
14665,No_Data,"['CPD-12784', 'CPD-12575']","['CPD-12785', 'UDP', 'PROTON']", 6.897598299999999
14666,No_Data,['UNKNOWN'],['CPD-8001'], 'No-Data'
14667,No_Data,"['P-COUMAROYL-COA', 'CO-A', 'WATER', 'NAD']","['PROTON', 'CPD-201', 'ACETYL-COA', 'NADH']", -4.871216
14668,No_Data,['CPD-14963'],"['CARBON-DIOXIDE', 'CPD-10296']", -21.900002
14669,No_Data,"['CPD-11889', 'Methylated-methyl-acceptors']","['CPD-11887', 'Demethylated-methyl-acceptors']", 20.542236
14670,No_Data,['CPD-18021'],"['CPD-18008', 'WATER']", 4.573059
14671,No_Data,"['CPD-14553', 'Xyloglucans-Galactose-3']","['Xyloglucans-Galactose-23', 'UDP']", -97.86267
14672,No_Data,"['CPD-10840', 'OXYGEN-MOLECULE']","['CPD-10841', 'PROTON']", -95.752365
14673,No_Data,"['PROTON', 'CPD-7994', 'CPD-9778']","['CPD-9779', 'CARBON-DIOXIDE']", -23.477657
14674,No_Data,['CPD-12351'],['CPD-12355'], -30.757725
14675,No_Data,"['44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET', 'OXYGEN-MOLECULE', 'NADH', 'PROTON']","['CPD-21722', 'WATER', 'NAD']", -89.89882
14676,No_Data,"['CPD-4664', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-4662', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases']", -89.0748
14677,No_Data,['CPD-11232'],['CPD-11259'], 0.0
14678,No_Data,"['CPD-9941', 'Methylated-methyl-acceptors']","['CPD-9940', 'Demethylated-methyl-acceptors']", 38.842247
14679,No_Data,"['CPD-12911', 'FERROCYTOCHROME-B5', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-12912', 'FERRICYTOCHROME-B5', 'WATER']", -86.25748
14680,No_Data,"['CPD-19991', 'NAD']","['CPD-19992', 'WATER']", -29.036957
14681,No_Data,['CPD-1722'],['CPD-9752'], -144.13571000000002
14682,No_Data,"['GDP-MANNOSE', 'CPD-12857']","['CPD-21543', 'GDP', 'PROTON']", 6.897583
14683,No_Data,['ALPHA-RIBAZOLE'],['ALPHA-RIBAZOLE'], 0.0
14684,No_Data,"['CPD-12260', 'WATER']","['PROTON', 'CPD-12000', 'D-ALANINE', 'CPD-11984']", -7.590027
14685,No_Data,"['L-ALPHA-ALANINE', 'ATP', 'PROTON']","['CPD-18588', 'PPI']", -44.602540000000005
14686,No_Data,"['NADH', 'WATER']",['CPD-653'], 6.2869263
14687,No_Data,['CPD-9734'],['CPD-9735'], 45.872240000000005
14688,No_Data,['CPD-9989'],['CPD-21002'], 23.979992000000003
14689,No_Data,"['LANOSTEROL', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-4568', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']", -81.7847
14690,No_Data,"['S-ADENOSYLMETHIONINE', 'CPD-8914']","['CPD-8915', 'ADENOSYL-HOMO-CYS', 'PROTON']", -13.11
14691,No_Data,"['CPD-16907', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-16906', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']", -76.57475
14692,No_Data,"['S-ADENOSYLMETHIONINE', 'CPD-14261']","['CPD-14262', 'ADENOSYL-HOMO-CYS', 'PROTON']", -19.859993
14693,No_Data,"['PROTON', 'CPD-921', 'NADPH']","['CYS', 'GLUTATHIONE', 'NADP']", 3.1965332
14694,No_Data,"['CARBONYL-SULFIDE', 'WATER']","['CPD-8042', 'PROTON']", 32.032875
14695,No_Data,"['CPD-19313', 'ETR-Quinones']","['CPD-17079', 'ETR-Quinols', 'PROTON']", -42.300470000000004
14696,No_Data,"['DOCOSANOATE', 'ATP', 'PROTON']","['CPD-18625', 'PPI']", -45.352524
14697,No_Data,"['13-HYDROXY-MAGNESIUM-PROTOPORP', 'NADPH', 'PROTON', 'OXYGEN-MOLECULE']","['131-OXO-MAGNESIUM-PROTOPORPHYRIN-IX-13-M', 'NADP', 'WATER']", -102.63754
14698,No_Data,['CPD-19113'],"['4-hydroxy-2-1H-quinolone', 'CO-A']", -28.80899
14699,No_Data,"['CPD-11972', 'ATP']","['PROTON', 'CPD-11968', 'AMP', 'PPI']", -18.625792999999998
14700,No_Data,"['26-DICHLORO-P-HYDROQUINONE', 'WATER']","['6-CHQ', 'CL-']", 13.867004000000001
14701,No_Data,['CPD-252'],"['PROTON', 'CPD-13900', 'WATER']", -24.60524
14702,No_Data,"['Bmp1-pyrrole-2-carboxylate', 'BR-', 'OXYGEN-MOLECULE', 'FADH2']","['Bmp1-monobromopyrrole-2-carboxylate', 'WATER', 'FAD']", -113.7511
14703,No_Data,"['PROTON', 'SO3']",['HSO3'], 29.828232
14704,No_Data,"['Coelenterazines', 'Coelenterazine-binding-proteins']",['Coelenterazine-CBP'], 'No-Data'
14705,No_Data,"['CPD-13524', 'Retinol-Binding-Proteins']",['RPB-Retinol'], 'No-Data'
14706,No_Data,"['CPD-12392', 'GLUTATHIONE']","['CPD-12393', 'WATER']", -11.477008999999999
14707,No_Data,"['DIHYDROMONAPTERIN-TRIPHOSPHATE', 'WATER']","['PROTON', 'CPD-11770', 'Pi']", -102.18494
14708,No_Data,"['Acceptor', 'ASCORBATE', 'PROTON']","['Donor-H2', 'CPD-318']", 'No-Data'
14709,No_Data,"['CPD-19489', 'PROTON']","['CPDQT-29', 'CARBON-DIOXIDE']", -1.8417625
14710,No_Data,"['CPD-4864', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['2-HYDROXY-2-METHYLPROPANENITRILE', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']", -85.01475500000001
14711,No_Data,"['Apoaequorins', 'Coelenterazines']",['Apoaequorins-with-CTZ'], 'No-Data'
14712,No_Data,"['CPD-12575', 'CPD-10538']","['PROTON', 'CPD-10539', 'UDP']", 6.897613499999999
14713,No_Data,"['CPD-11210', 'WATER']","['CPD-13339', 'PROTON', 'CL-']", -7.2453537
14714,No_Data,"['CPD-13524', 'Cellular-Retinol-Binding-Proteins']",['CRPB-all-trans-Retinol'], 'No-Data'
14715,No_Data,"['Retinoid-binding-proteins', 'CPD-14329']",['3R-11-cis-3-hydroxyretinal-RBPs'], 'No-Data'
14716,No_Data,"['CPD-20917', 'CblD']",['CPD-20918'], 0.0
14717,No_Data,['IDOSE'],['CPD-15756'], 2.3199919999999996
14718,No_Data,['L-SORBOSONE'],['CPD-9055'], -6.0
14719,No_Data,"['CPD-8611', 'OXYGEN-MOLECULE', 'FERROCYTOCHROME-B5', 'PROTON']","['CPD-8612', 'WATER', 'FERRICYTOCHROME-B5']", -86.25757
14720,No_Data,"['CPD-21578', 'FE+3']","['CPD-21591', 'PROTON']", -29.632324
14721,No_Data,"['EG12099-MONOMER', 'CPD0-1032', 'ATP']","['MONOMER0-4200', 'AMP', 'PPI']", 'No-Data'
14722,No_Data,['CPD-18078'],"['CPD-8097', 'CO-A']", -3.5299072
14723,No_Data,"['CPD-12373', 'CPD-12374', '56-DIHYDROXYINDOLE-2-CARBOXYLATE', 'DIHYDROXYINDOLE']",['CPD-12378'], 'No-Data'
14724,No_Data,['CPD-3481'],['CPD-3486'], -212.70682000000002
14725,No_Data,"['CPD-19929', 'FAD']","['CPD-19928', 'FADH2']", 18.332335999999998
14726,No_Data,['CPDQT-33'],"['CPD-19479', 'WATER']", 1.472992
14727,No_Data,"['CPD-9096', 'NADP']","['CPD-9100', 'NADPH', 'PROTON']", 13.61345
14728,No_Data,"['CPD-9906', 'FAD', 'PROTON']","['CPD-9908', 'FADH2']", 31.622375
14729,No_Data,"['CPD-10896', 'OXYGEN-MOLECULE', 'NADH']","['CPD-10895', 'GLYOX', 'WATER', 'NAD']", -111.78293000000001
14730,No_Data,"['PROTON', 'BENZOYLCOA', 'OXYGEN-MOLECULE', 'NADPH']","['CPD-12112', 'WATER', 'NADP']", -91.900635
14731,No_Data,['CPD-13914'],['CPD-13910'], 1.8000183
14732,No_Data,['CPD-15616'],['CPD-9569'], -0.18998718
14733,No_Data,"['CPD-15658', 'CO-A', 'NAD', 'WATER', 'OXYGEN-MOLECULE']","['CPD-15659', 'ACETYL-COA', 'NADH', 'HYDROGEN-PEROXIDE', 'PROTON']", -23.25122
14734,No_Data,"['2-METHYLMALEATE', 'WATER']",['CPD-7066'], -0.053009033
14735,No_Data,"['ATP', 'UTP', 'AMMONIUM']","['ADP', 'Pi', 'CTP', 'PROTON']", -16.225707999999997
14736,No_Data,"['CPD-15257', 'PROTON']","['CPD-15258', 'CARBON-DIOXIDE']", -2.4658813
14737,No_Data,['L-CITRULLINE'],['L-CITRULLINE'], 0.0
14738,No_Data,['CPD-4184'],['CPD-21732'], 0.0
14739,No_Data,['CPD-5164'],['CPD-5164'], 0.0
14740,No_Data,['PROTON'],['PROTON'], 0.0
14741,No_Data,['3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL'],['3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL'], 0.0
14742,No_Data,['NAD'],['NAD'], 0.0
14743,No_Data,['OXALACETIC_ACID'],['OXALACETIC_ACID'], 0.0
14744,No_Data,['Chitodextrins'],['Chitodextrins'], 0.0
14745,No_Data,['NA+'],['NA+'], 0.0
14746,No_Data,"['Cytochromes-C554-Red', 'Cytochromes-C-Oxidized']","['Cytochromes-C554-Ox', 'Cytochromes-C-Reduced']", 0.0
14747,No_Data,"['Co-chaperone-SP-2Fe2S-Complex', 'FeS-Cluster-Chaperones-ATP']",['Chap-ATP-Co-chaperone-SP-2Fe2S-Complex'], 'No-Data'
14748,No_Data,"['CPD-62', 'Holo-DhbB']","['23-dihydroxybenzoyl-DhbB', 'AMP', 'PROTON']", -8.443665
14749,No_Data,"['COBALT-FACTOR-III', 'Donor-H2']","['CPD-9040', 'Acceptor']", 'No-Data'
14750,No_Data,['GLT'],['GLT'], 0.0
14751,No_Data,['GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE'],['GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE'], 0.0
14752,No_Data,['L-ASPARTATE'],['L-ASPARTATE'], 0.0
14753,No_Data,['FERRIC-ENTEROBACTIN-COMPLEX'],['FERRIC-ENTEROBACTIN-COMPLEX'], 0.0
14754,No_Data,['Glucose'],['Glucose'], 0.0
14755,No_Data,['Lipopolysaccharides'],['Lipopolysaccharides'], 0.0
14756,No_Data,"['CD-SP-2Fe2S-Complex', 'FeS-Cluster-Co-Chaperones']","['Co-chaperone-SP-2Fe2S-Complex', 'L-Cysteine-Desulfurases']", 'No-Data'
14757,No_Data,"['CPLX0-8002', 'Red-thioredoxins-1']","['CPLX0-8277', 'Ox-thioredoxins-1']", 'No-Data'
14758,No_Data,['1-3-7-TRIMETHYLXANTHINE'],['CPD-12480'], -61.62
14759,No_Data,"['CPD-16863', 'Reduced-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-16864', 'Oxidized-ferredoxins', 'WATER']", -82.25519
14760,No_Data,['CYSTINE'],"['2-AMINOACRYLATE', 'THIOCYSTEINE']", 14.01
14761,No_Data,"['CPLX0-8004', 'MONOMER0-4452']","['CPLX-9344', 'DSBDOXI-MONOMER']", 0.0
14762,No_Data,"['MONOMER0-4452', 'CPLX0-8002']","['DSBDOXI-MONOMER', 'CPLX0-8277']", 0.0
14763,No_Data,['CPD0-2241'],['CPD0-2241'], 0.0
14764,No_Data,"['CPD-4208', 'WATER']","['D-Ribofuranose', 'CPD-4210']", -0.73303986
14765,No_Data,['GLN'],['GLN'], 0.0
14766,No_Data,"['CPD-20708', 'Donor-H2']","['CPD-20705', 'WATER', 'Acceptor']", 'No-Data'
14767,No_Data,['MAL'],['MAL'], 0.0
14768,No_Data,['OXALACETIC_ACID'],['OXALACETIC_ACID'], 0.0
14769,No_Data,['Fe3-siderophores'],['Fe3-siderophores'], 0.0
14770,No_Data,"['Reduced-Disulfide-Carrier-Proteins', 'an-oxidized-DsbB-protein']","['Oxidized-Disulfide-Carrier-Proteins', 'a--reduced-DsbB-protein']", 'No-Data'
14771,No_Data,['Acetylated-Acetyl-Acceptors'],['Acetylated-Acetyl-Acceptors'], 0.0
14772,No_Data,['ACETYLCHOLINE'],['ACETYLCHOLINE'], 0.0
14773,No_Data,"['Elemental-Sulfur', 'WATER']","['SO3', 'HS', 'PROTON']", -16.65136
14774,No_Data,['Chondroitin-sulfates'],"['CPD-12557', 'D-Glucopyranuronate', 'SULFATE']", 124.19488500000001
14775,No_Data,['FE+2'],['FE+2'], 0.0
14776,No_Data,"['CPD-9937', 'OXYGEN-MOLECULE', 'NADH', 'PROTON']","['ANILINE', 'CATECHOL', 'NAD']", -86.4218
14777,No_Data,['CIS-ACONITATE'],['CIS-ACONITATE'], 0.0
14778,No_Data,['PROTON'],['PROTON'], 0.0
14779,No_Data,['K+'],['K+'], 0.0
14780,No_Data,['CPD-68'],"['CPD-15056', 'PROTON']", -6.4941187000000005
14781,No_Data,['CPD-17889'],['CPD-17889'], 0.0
14782,No_Data,['L-GLYCERALDEHYDE-3-PHOSPHATE'],['L-GLYCERALDEHYDE-3-PHOSPHATE'], 0.0
14783,No_Data,['PROTON'],['PROTON'], 'No-Data'
14784,No_Data,['K+'],['K+'], 0.0
14785,No_Data,"['CPD-8225', 'WATER']","['PROTON', 'CARBON-MONOXIDE', 'CL-']", 1.9587631
14786,No_Data,['CPD-15590'],['D-galactopyranose'], -2.3199919999999996
14787,No_Data,['diacyl-3-O-glucl-1-6-gluc-sn-glycerol'],['diacyl-3-O-glucl-1-6-gluc-sn-glycerol'], 0.0
14788,No_Data,['CPD-166'],['CPD-166'], 0.0
14789,No_Data,['MAL'],['MAL'], 0.0
14790,No_Data,"['CPD-9959', 'OXYGEN-MOLECULE', 'NADPH', 'PROTON']","['CPD-9961', 'WATER', 'NADP']", -95.94051999999999
14791,No_Data,['GLT'],['GLT'], 0.0
14792,No_Data,['CHOLINE'],['CHOLINE'], 0.0
14793,No_Data,['FERRIC-CITRATE-COMPLEX'],['FERRIC-CITRATE-COMPLEX'], 0.0
14794,No_Data,['CPD-19345'],['CPD-19345'], 0.0
14795,No_Data,"['DOPAMINE', 'CPD-14815']","['CPD-14818', 'WATER']", -11.041077
14796,No_Data,"['CPD-14499', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-14498', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']", -92.76184
14797,No_Data,['Poly-beta-D-Mannuronate'],['Poly-beta-D-Mannuronate'], 0.0
14798,No_Data,['MALTOSE'],['MALTOSE'], 0.0
14799,No_Data,['K+'],['K+'], 0.0
14800,No_Data,['CPD-17894'],['CPD-17894'], 0.0
14801,No_Data,['ATP'],['ATP'], 0.0
14802,No_Data,['CPD-19317'],['CPD-19317'], 0.0
14803,No_Data,"['CPD-12575', 'CPD-7870']","['PROTON', 'CPD-7864', 'UDP']", 4.819336
14804,No_Data,"['2-3-DIHYDROXYBENZOATE', 'GLY', 'THR', 'ATP']","['PROTON', 'CPD-9984', 'PPI', 'AMP', 'WATER']", -104.86377
14805,No_Data,['LIOTHYRONINE'],['CPD-11404'], -40.226535999999996
14806,No_Data,['CPD-171'],['CPD-171'], 0.0
14807,No_Data,['MAL'],['MAL'], 0.0
14808,No_Data,"['CPD-14702', 'OXYGEN-MOLECULE', 'Reduced-adrenal-ferredoxins', 'PROTON']","['20A-20B-DIHYDROXY-CHOLESTEROL', 'WATER', 'Oxidized-adrenal-ferredoxins']", -82.25522
14809,No_Data,"['CPD-845', 'Donor-H2']","['CH4', 'CL-', 'Acceptor', 'PROTON']", 'No-Data'
14810,No_Data,['L-ORNITHINE'],['L-ORNITHINE'], 0.0
14811,No_Data,"['Man6GlcNAc2-protein-A123', 'WATER']","['Mannosyl5-N-Glycans', 'CPD-12601']", 99.59801999999999
14812,No_Data,"['CPD-17100', 'WATER']",['CPD-17102'], 10.716994999999999
14813,No_Data,"['CPD-18777', 'SERYL-AMP']","['CPD-18778', 'AMP', 'PROTON']", 3.1084137000000003
14814,No_Data,"['CPD66-69', 'Donor-H2']","['CPD66-58', 'WATER', 'Acceptor']", 'No-Data'
14815,No_Data,"['GTP', 'RNA-Ligase-L-histidine']","['RNA-Ligase-L-histidine-guanylate', 'PPI']", -210.52002000000002
14816,No_Data,"['S-ADENOSYLMETHIONINE', 'CPD-10083']","['PROTON', 'CPD-10088', 'ADENOSYL-HOMO-CYS']", -33.160004
14817,No_Data,"['5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP', 'Reduced-adrenal-ferredoxins', 'PROTON', 'OXYGEN-MOLECULE']","['5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL', 'Oxidized-adrenal-ferredoxins', 'WATER']", -79.02526999999999
14818,No_Data,"['CPD-12401', 'GLUTATHIONE']","['CPD-12402', 'WATER']", -11.477013000000001
14819,No_Data,['CPD-13122'],['CPD-37'], 12.110016
14820,No_Data,"['CPD-17208', 'Reduced-ferredoxins', 'OXYGEN-MOLECULE', 'PROTON']","['CPD-17209', 'Oxidized-ferredoxins', 'WATER']", -90.00223000000001
14821,No_Data,"['PHOTINUS-LUCIFERIN', 'ATP', 'PROTON']","['CPD-20210', 'PPI']", -45.352540000000005
14822,No_Data,"['O-14-ALPHA-L-DIHYDROSTREPTOSYL-STREPTID', 'CPD-10137']","['PROTON', 'DIHYDROSTREPTOMYCIN-6-PHOSPHATE', 'CDP']", 5.649475
14823,No_Data,"['CPD-3728', 'WATER']","['TYR', 'Pi']", 9.147003
14824,No_Data,"['CPD-12856', 'WATER']","['CPD-12857', 'Pi']", 8.465271000000001
14825,No_Data,"['CPD-15080', 'PROTON']",['CPD-15078'], 1.4341268999999999
14826,No_Data,['CPD-9432'],['CPD-9435'], 10.789982
14827,No_Data,"['CPD-6974', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-6203', 'WATER', 'Acceptor']", 'No-Data'
14828,No_Data,"['CPD-12117', 'Acceptor']","['CPD-9731', 'Donor-H2']", 'No-Data'
14829,No_Data,"['Orsellinyl-ArmB', 'CPD-20142']","['CPD-20140', 'ArmB']", 30.476715000000002
14830,No_Data,"['Protein-Tyrosines', 'PROT-CYS']",['CPD-12146'], 11.53
14831,No_Data,"['CPD-665', 'WATER', 'NAD-P-OR-NOP']","['PROPIONATE', 'NADH-P-OR-NOP', 'PROTON']", -24.546509
14832,No_Data,"['CPD-9321', 'WATER', 'Acceptor']","['CPD-9322', 'Donor-H2']", 'No-Data'
14833,No_Data,"['CPD-10538', 'WATER']","['CPD-10537', 'D-Fucoses']", -3.1129607999999998
14834,No_Data,"['CPD-13023', 'Donor-H2']","['CPD-13021', 'Acceptor', 'CPD-387', 'PROTON']", 'No-Data'
14835,No_Data,"['CPD-17194', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-17195', 'Ox-NADPH-Hemoprotein-Reductases', 'FORMATE', 'WATER', 'PROTON']", -88.24887
14836,No_Data,['CPD-17752'],['CPD-17753'], 11.399002000000001
14837,No_Data,"['CPD-12085', 'PchE']","['L-cysteinyl-PchE', 'AMP', 'PROTON']", -28.9859
14838,No_Data,"['CPD-19723', 'PROTON']","['3-OH-Anthocyanidins', 'WATER']", 2.6151218
14839,No_Data,"['CPD-11220', 'NAD']","['CPD-11222', 'NADH', 'PROTON']", 4.1217957
14840,No_Data,"['CPD-11481', '34-DHB-AsbD-Proteins']","['CPD-9985', 'Aryl-Carrier-Proteins', 'PROTON']", 36.41861
14841,No_Data,"['CPDQT-404', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-14049', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases', 'PROTON']", -80.45888000000001
14842,No_Data,"['S-ADENOSYLMETHIONINE', 'CPD-18861', 'WATER']","['CPD-18877', 'CH33ADO', 'MET', 'PROTON']", -7.472992
14843,No_Data,"['CPDQT-36', 'NAD']","['CPD-19491', 'NADH', 'PROTON']", 3.5418089999999998
14844,No_Data,"['CPD-6681', 'ATP']","['PROTON', 'CPD-505', 'ADP']", -22.305176
14845,No_Data,['CPD-2749'],['CPD-3190'], -40.350006
14846,No_Data,['CPD-15373'],['D-mannopyranose'], -2.3199919999999996
14847,No_Data,"['CPD-17725', 'NADH', 'PROTON']","['CPD-17722', 'NAD']", 7.642272999999999
14848,No_Data,"['CPD-19480', 'WATER']",['CPDQT-39'], -0.052989244000000005
14849,No_Data,"['Coelenterazines', 'OXYGEN-MOLECULE']",['Coelenterazin-dioxetanone'], -62.17
14850,No_Data,['CPD-14630'],['CPD-14631'], -39.21
14851,No_Data,['CPD-12202'],['CPD-12204'], -14.742264000000002
14852,No_Data,"['CPD0-2482', 'WATER', 'PROTON']","['CPD-21612', 'N-23-DIHYDROXYBENZOYL-L-SERINE']", 11.221680000000001
14853,No_Data,"['CPD-6681', 'ATP']","['PROTON', 'CPD-178', 'ADP']", -22.305176
14854,No_Data,"['S-ubiquitinyl-UAP-E1-L-cysteine', 'N-terminal-specific-UCP-E2-L-cysteine']","['Ubiquitin-activating-protein-E1-L-cys', 'S-ubi-N-term-specific-UCP-E2-L-cysteine']", 0.0
14855,No_Data,"['3Glc-Protopanaxadiol-ginsenosides', 'WATER']","['Protopanaxadiol-type-3OH-ginsenosides', 'Glucopyranose']", 99.598206
14856,No_Data,['CPD-8186'],['CPD-8097'], -39.480003
14857,No_Data,"['PROTON', 'CPD-9547']","['CPD-9546', 'CARBON-DIOXIDE']", 0.5241146
14858,No_Data,"['CPD-16719', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-20413', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER']", -85.39479
14859,No_Data,['CPD-13571'],['CPD-21269'], -30.304496999999998
14860,No_Data,"['BENZOYLCOA', 'CPD-7035']","['CPD-12217', 'CO-A']", -3.6100769999999995
14861,No_Data,['L-CYSTEATE'],"['SO3', '2-AMINOACRYLATE', 'PROTON']", -24.208220999999998
14862,No_Data,['CPD-10236'],['RIFAMYCIN-B'], -53.845046999999994
14863,No_Data,"['CPD-19114', 'Octanoylated-PqsC', 'PROTON']","['CPD-19115', 'PqsC-L-cysteine', 'CARBON-DIOXIDE']", 146.5798
14864,No_Data,"['CPD-7850', 'OXYGEN-MOLECULE', 'Donor-H2']","['CPD-17652', 'WATER', 'Acceptor']", 'No-Data'
14865,No_Data,"['CPD-7003', 'NADP']","['CPD-7002', 'NADPH', 'PROTON']", 13.613585999999998
14866,No_Data,"['Man7GlcNAc2-protein-A123B1', 'WATER']","['Man6GlcNAc2-protein-A123', 'CPD-12601']", 99.598145
14867,No_Data,"['CPD-14385', 'OXYGEN-MOLECULE', 'Red-NADPH-Hemoprotein-Reductases']","['CPD-7731', 'WATER', 'Ox-NADPH-Hemoprotein-Reductases', 'PROTON']", -108.40888999999999
14868,No_Data,['CPD-21120'],"['2-AMINOACRYLATE', 'CPD-21111']", 4.809997599999999
14869,No_Data,['CPD-10198'],['CPD-10211'], 11.159996000000001
14870,No_Data,"['PROTON', 'CPD-7400', 'WATER']","['CYANURIC-ACID', 'AMMONIUM']", 27.311120000000003
14871,No_Data,"['CPD-19263', 'PROTON']",['CPD-19264'], 9.694103
14872,No_Data,"['6-OXOCYCLOHEX-1-ENE-1-CARBONYL-COA', 'WATER']",['CPD-15900'], 19.507019
14873,No_Data,"['CPD-17103', 'OXYGEN-MOLECULE']","['PROTON', 'CPD-14105', 'HYDROGEN-PEROXIDE']", -53.428245999999994
14874,No_Data,"['CPD-69', 'HCO3', 'PROTON']","['CARBAMATE', 'CARBON-DIOXIDE']", -13.945877
14875,No_Data,['CPD-19932'],['CPD-19931'], 0.0
14876,No_Data,"['CPD-4822', 'CPD-15424']","['CPD-14159', 'AMP', 'PROTON']", 29.030791999999998
14877,No_Data,"['CPD-13627', 'Red-NADPH-Hemoprotein-Reductases', 'OXYGEN-MOLECULE']","['CPD-13573', 'Ox-NADPH-Hemoprotein-Reductases', 'WATER', 'PROTON']", -108.40886
14878,No_Data,['CPD-5741'],['CPD-12167'], -47.99
14879,No_Data,"['S-ADENOSYLMETHIONINE', 'Bacteriochlorophyllide-d', 'WATER']","['7-hydroxy-bacteriochlorophyllide-d', 'CH33ADO', 'MET', 'PROTON']", -7.473014999999999
14880,No_Data,"['CPD-7733', 'OXYGEN-MOLECULE', 'NADH-P-OR-NOP', 'PROTON']","['CPD-15913', 'NAD-P-OR-NOP', 'WATER']", -71.73863
14881,No_Data,['NADPH'],['CPD-18084'], 0.0
14882,No_Data,"['R-6-HYDROXYNICOTINE', 'OXYGEN-MOLECULE']","['CPD-14077', 'HYDROGEN-PEROXIDE']", -35.47999
